WikidataID,itemLabel,sitelinks
Q191,🇪🇪,332
Q191,Republic of Estonia,332
Q191,Eesti Vabariik,332
Q211,LAT,309
Q211,Latvija,309
Q211,LVA,309
Q211,lv,309
Q211,Latvian Republic,309
Q211,🇱🇻,309
Q211,Republic of Latvia,309
Q121932,Communist Bulgaria,46
Q121932,Narodna republika Balgariya,46
Q121932,PR Bulgaria,46
Q121932,Socialist Bulgaria,46
Q159,Российская Федерация,391
Q183,BR Deutschland,375
Q183,BRD,375
Q183,Bundesrepublik Deutschland,375
Q183,de,375
Q183,DE,375
Q183,Deutschland,375
Q183,Federal Republic of Germany,375
Q183,FRG,375
Q183,GER,375
Q2468597,Araxi Republic,21
Q2468597,Republic of Araks,21
Q2475921,Outer Mongolia,24
Q2499883,"Ura, Anatolia",5
Q2504040,Gagauzia,16
Q2504040,Republic of Gagauzia,16
Q2509414,Danliumei,13
Q2509414,Tambralinga kingdom,13
Q2552742,Northland State of Somalia,10
Q80702,Spain,88
Q80702,Empire,88
Q80702,Imperio español,88
Q80702,Monarquía universal Española,88
Q184,Bielaruś,330
Q184,by,330
Q184,BLR,330
Q184,White Russia,330
Q184,🇧🇾,330
Q184,White Ruthenia,330
Q184,Byelorussia,330
Q184,Belorussia,330
Q184,Bielorussia,330
Q184,Byeloruss,330
Q184,Republic of Belarus,330
Q184,Беларусь,330
Q2594899,Wooli,3
Q2625228,League of the Free Peoples Union of the Free Peoples Union of the Free Peoples Union Confederation of Free Peoples Confederation Union de Pu,11
Q2641492,Tre Venèsie,13
Q862518,Saldanadda Geledi,14
Q862518,Sultanate of the Geledi,14
Q871091,Malaya British,32
Q871792,Tourkokratia,28
Q887803,Empire of Brunei,21
Q887803,Negara Brunei,21
Q887803,Sultanate of Brunei,21
Q889030,Kangleipak Kingdom,10
Q889030,Kangleipak State,10
Q889030,Manipur,10
Q1049,as-Sūdān,296
Q1049,North Sudan,296
Q1049,Republic of Sudan,296
Q1049,Republic of the Sudan,296
Q1049,sd,296
Q1049,🇸🇩,296
Q1049,SUD,296
Q1049,the Sudan,296
Q1246,KOS,258
Q1246,XK,258
Q1246,KV,258
Q1246,XKX,258
Q1246,Republic of Kosovo,258
Q1246,🇽🇰,258
Q907112,PMR,139
Q907112,Cisdniestria,139
Q907112,Dnestr Republic,139
Q907112,Left Bank of Dniester,139
Q907112,Moldavian Republic of Transdniestria,139
Q907112,Nistrenia,139
Q907112,Nistria,139
Q907112,Pridnestria,139
Q907112,Pridnestrovia,139
Q907112,Pridnestrovian Moldavian Republic,139
Q907112,Pridnestrovie,139
Q907112,Republic of Pridnestrovie,139
Q907112,Trans-Dniestr,139
Q907112,Transdniester,139
Q907112,Transdniestria,139
Q907112,Transdniestrian Moldavian Republic,139
Q207521,Ethiopia/Abyssinia,63
Q207991,Pahlavi,57
Q207991,House of Pahlavi,57
Q853348,Czechoslovak Republic,44
Q853348,Československá republika,44
Q853348,Československá socialistická republika,44
Q853348,ČSSR,44
Q853348,Czechoslovak SR,44
Q860407,Bilaspur State,9
Q862478,Gabu,16
Q862478,N’Gabu',16
Q862478,Ngabou,16
Q81931,Confederacy,90
Q81931,CS,90
Q81931,CSA,90
Q81931,Confederate States,90
Q81931,C.S.,90
Q81931,C.S.A.,90
Q81931,the Confederacy,90
Q81931,the Confederate States,90
Q81931,the Confederate States of America,90
Q81931,the rebellious States,90
Q81931,the seceding States,90
Q81931,the Southern Confederacy,90
Q81931,the States in rebellion,90
Q3045696,Cezayir Eyalet,24
Q3045696,Ottoman Algeria,24
Q3045696,Regency of Algiers,24
Q3079884,Fulladu,3
Q3087763,Egyptian First Republic,19
Q3087763,Egyptian Republic (1953–1958),19
Q3087763,Republic of Egypt (1953–1958),19
Q3092690,feudalism in Japan,1
Q3092690,Japanese feudalism,1
Q3108185,Republic of Iraq,21
Q3108185,Baathist Iraq,21
Q3108185,Saddam's Iraq,21
Q3113481,Grand Principality of Transylvania,16
Q210542,Estados Unidos do Brasil,15
Q210542,Republic of 46,15
Q210542,United States of Brazil,15
Q211092,People's Republic of Slovenia,45
